id,name,scientificName,family,category,subCategory,genus,species,sunlight,watering,difficulty,airPurifying,petSafe,description
aloe_juvenna,Tiger Tooth Aloe,Aloe juvenna,Asphodelaceae,Succulent,Succulent,Aloe,juvenna,Bright Light,Low,Easy,Yes,No,Toothed stacked leaves.
crassula_perforata,String of Buttons,Crassula perforata,Crassulaceae,Succulent,Succulent,Crassula,perforata,Bright Light,Low,Easy,Yes,No,Stacked geometric leaves.
crassula_muscosa,Watch Chain Plant,Crassula muscosa,Crassulaceae,Succulent,Succulent,Crassula,muscosa,Bright Light,Low,Easy,Yes,No,Chain-like stems.
crassula_ovata_gollum,Gollum Jade,Crassula ovata 'Gollum',Crassulaceae,Succulent,Succulent,Crassula,ovata,Bright Light,Low,Easy,Yes,No,Tubular jade leaves.
crassula_hobbit,Hobbit Jade,Crassula ovata 'Hobbit',Crassulaceae,Succulent,Succulent,Crassula,ovata,Bright Light,Low,Easy,Yes,No,Curled tubular foliage.
senecio_rowleyanus,String of Pearls,Curio rowleyanus,Asteraceae,Succulent,Trailing,Curio,rowleyanus,Bright Indirect,Low,Medium,Yes,No,Pearl shaped hanging stems.
senecio_radicans,String of Bananas,Curio radicans,Asteraceae,Succulent,Trailing,Curio,radicans,Bright Indirect,Low,Easy,Yes,No,Banana shaped leaves.
ceropegia_woodii,String of Hearts,Ceropegia woodii,Apocynaceae,Succulent,Trailing,Ceropegia,woodii,Bright Indirect,Low,Easy,Yes,No,Heart shaped trailing vine.
sedum_morganianum,Donkey Tail,Sedum morganianum,Crassulaceae,Succulent,Trailing,Sedum,morganianum,Bright Indirect,Low,Medium,Yes,No,Hanging succulent stems.
sedum_rubrotinctum,Jelly Bean Plant,Sedum rubrotinctum,Crassulaceae,Succulent,Succulent,Sedum,rubrotinctum,Bright Light,Low,Easy,Yes,No,Bean shaped leaves.
sedum_adolphii,Golden Sedum,Sedum adolphii,Crassulaceae,Succulent,Succulent,Sedum,adolphii,Bright Light,Low,Easy,Yes,No,Golden orange foliage.
kalanchoe_blossfeldiana,Flaming Katy,Kalanchoe blossfeldiana,Crassulaceae,Succulent,Flowering,Kalanchoe,blossfeldiana,Bright Light,Low,Easy,Yes,No,Popular flowering succulent.
kalanchoe_tomentosa,Panda Plant,Kalanchoe tomentosa,Crassulaceae,Succulent,Succulent,Kalanchoe,tomentosa,Bright Light,Low,Easy,Yes,No,Fuzzy silver leaves.
kalanchoe_luciae,Flapjack Plant,Kalanchoe luciae,Crassulaceae,Succulent,Succulent,Kalanchoe,luciae,Bright Light,Low,Easy,Yes,No,Large paddle leaves.
adromischus_cristatus,Crinkle Leaf Plant,Adromischus cristatus,Crassulaceae,Succulent,Succulent,Adromischus,cristatus,Bright Light,Low,Medium,Yes,No,Wavy edged leaves.
cotyledon_tomentosa,Bear Paw,Cotyledon tomentosa,Crassulaceae,Succulent,Succulent,Cotyledon,tomentosa,Bright Light,Low,Easy,Yes,No,Fuzzy paw shaped leaves.
graptopetalum_paraguayense,Ghost Plant,Graptopetalum paraguayense,Crassulaceae,Succulent,Succulent,Graptopetalum,paraguayense,Bright Light,Low,Easy,Yes,No,Silvery rosettes.
graptosedum_california,California Sunset,Graptosedum 'California Sunset',Crassulaceae,Succulent,Hybrid,Graptosedum,California Sunset,Bright Light,Low,Easy,Yes,No,Orange sunset foliage.
pachyphytum_oviferum,Moonstone,Pachyphytum oviferum,Crassulaceae,Succulent,Succulent,Pachyphytum,oviferum,Bright Light,Low,Easy,Yes,No,Rounded pastel leaves.
aeonium_arboreum,Tree Aeonium,Aeonium arboreum,Crassulaceae,Succulent,Succulent,Aeonium,arboreum,Bright Light,Low,Easy,Yes,No,Woody rosette succulent.
aeonium_zwartkop,Black Rose Aeonium,Aeonium arboreum 'Zwartkop',Crassulaceae,Succulent,Succulent,Aeonium,arboreum,Bright Light,Low,Easy,Yes,No,Dark purple rosettes.
lithops_lesliei,Living Stone,Lithops lesliei,Aizoaceae,Succulent,Succulent,Lithops,lesliei,Full Sun,Very Low,Medium,Yes,No,Stone mimicking succulent.
lithops_hookeri,Hookers Lithops,Lithops hookeri,Aizoaceae,Succulent,Succulent,Lithops,hookeri,Full Sun,Very Low,Medium,Yes,No,Patterned living stone.
lithops_karasmontana,Karas Lithops,Lithops karasmontana,Aizoaceae,Succulent,Succulent,Lithops,karasmontana,Full Sun,Very Low,Medium,Yes,No,Grey patterned succulent.
fenestraria_rhopalophylla,Baby Toes,Fenestraria rhopalophylla,Aizoaceae,Succulent,Succulent,Fenestraria,rhopalophylla,Full Sun,Very Low,Medium,Yes,No,Window leaf succulent.
pleiospilos_nelii,Split Rock,Pleiospilos nelii,Aizoaceae,Succulent,Succulent,Pleiospilos,nelii,Full Sun,Very Low,Medium,Yes,No,Large stone-like leaves.
conophytum_bilobum,Button Plant,Conophytum bilobum,Aizoaceae,Succulent,Succulent,Conophytum,bilobum,Full Sun,Very Low,Medium,Yes,No,Tiny paired leaves.
euphorbia_obesa,Baseball Plant,Euphorbia obesa,Euphorbiaceae,Succulent,Succulent,Euphorbia,obesa,Full Sun,Very Low,Medium,Yes,No,Spherical cactus-like plant.
euphorbia_lactea,Dragon Bones,Euphorbia lactea,Euphorbiaceae,Succulent,Succulent,Euphorbia,lactea,Full Sun,Low,Easy,Yes,No,Branched succulent stems.
euphorbia_trigona,African Milk Tree,Euphorbia trigona,Euphorbiaceae,Succulent,Succulent,Euphorbia,trigona,Full Sun,Low,Easy,Yes,No,Tall architectural succulent.
mammillaria_elongata,Lady Finger Cactus,Mammillaria elongata,Cactaceae,Cactus,Cactus,Mammillaria,elongata,Full Sun,Very Low,Easy,Yes,No,Golden finger-like stems.
mammillaria_bocasana,Powder Puff Cactus,Mammillaria bocasana,Cactaceae,Cactus,Cactus,Mammillaria,bocasana,Full Sun,Very Low,Easy,Yes,No,White fuzzy cactus.
mammillaria_hahniana,Old Lady Cactus,Mammillaria hahniana,Cactaceae,Cactus,Cactus,Mammillaria,hahniana,Full Sun,Very Low,Easy,Yes,No,White hairy globe cactus.
mammillaria_plumosa,Feather Cactus,Mammillaria plumosa,Cactaceae,Cactus,Cactus,Mammillaria,plumosa,Full Sun,Very Low,Medium,Yes,No,Soft feather-like spines.
mammillaria_spinosissima,Red Headed Irishman,Mammillaria spinosissima,Cactaceae,Cactus,Cactus,Mammillaria,spinosissima,Full Sun,Very Low,Easy,Yes,No,Dense reddish spines.
gymnocalycium_mihanovichii,Moon Cactus,Gymnocalycium mihanovichii,Cactaceae,Cactus,Grafted,Gymnocalycium,mihanovichii,Full Sun,Very Low,Easy,Yes,No,Colorful grafted cactus.
gymnocalycium_baldianum,Dwarf Chin Cactus,Gymnocalycium baldianum,Cactaceae,Cactus,Cactus,Gymnocalycium,baldianum,Full Sun,Very Low,Easy,Yes,No,Red blooming cactus.
gymnocalycium_horstii,Horst Cactus,Gymnocalycium horstii,Cactaceae,Cactus,Cactus,Gymnocalycium,horstii,Full Sun,Very Low,Easy,Yes,No,White flowering cactus.
rebutia_minuscula,Orange Crown Cactus,Rebutia minuscula,Cactaceae,Cactus,Cactus,Rebutia,minuscula,Full Sun,Very Low,Easy,Yes,No,Orange flowers.
rebutia_fiebrigii,Flame Crown Cactus,Rebutia fiebrigii,Cactaceae,Cactus,Cactus,Rebutia,fiebrigii,Full Sun,Very Low,Easy,Yes,No,Bright scarlet flowers.
echinopsis_oxygona,Easter Lily Cactus,Echinopsis oxygona,Cactaceae,Cactus,Cactus,Echinopsis,oxygona,Full Sun,Very Low,Easy,Yes,No,Large night flowers.
echinopsis_subdenudata,Domino Cactus,Echinopsis subdenudata,Cactaceae,Cactus,Cactus,Echinopsis,subdenudata,Full Sun,Very Low,Easy,Yes,No,Spineless flowering cactus.
ferocactus_latispinus,Devils Tongue Barrel,Ferocactus latispinus,Cactaceae,Cactus,Cactus,Ferocactus,latispinus,Full Sun,Very Low,Medium,Yes,No,Wide hooked spines.
ferocactus_glaucescens,Blue Barrel Cactus,Ferocactus glaucescens,Cactaceae,Cactus,Cactus,Ferocactus,glaucescens,Full Sun,Very Low,Medium,Yes,No,Blue-green barrel cactus.
echinocactus_platyacanthus,Giant Barrel Cactus,Echinocactus platyacanthus,Cactaceae,Cactus,Cactus,Echinocactus,platyacanthus,Full Sun,Very Low,Medium,Yes,No,Massive barrel cactus.
parodia_magnifica,Balloon Cactus,Parodia magnifica,Cactaceae,Cactus,Cactus,Parodia,magnifica,Full Sun,Very Low,Easy,Yes,No,Blue round cactus.
parodia_leninghausii,Golden Ball Cactus,Parodia leninghausii,Cactaceae,Cactus,Cactus,Parodia,leninghausii,Full Sun,Very Low,Easy,Yes,No,Tall golden cactus.
notocactus_scopa,Silver Ball Cactus,Parodia scopa,Cactaceae,Cactus,Cactus,Parodia,scopa,Full Sun,Very Low,Easy,Yes,No,White spined cactus.
astrophytum_myriostigma,Bishops Cap,Astrophytum myriostigma,Cactaceae,Cactus,Cactus,Astrophytum,myriostigma,Full Sun,Very Low,Easy,Yes,No,Spineless star cactus.
astrophytum_asterias,Sand Dollar Cactus,Astrophytum asterias,Cactaceae,Cactus,Cactus,Astrophytum,asterias,Full Sun,Very Low,Medium,Yes,No,Rare flat cactus.
cereus_peruvianus,Peruvian Apple Cactus,Cereus repandus,Cactaceae,Cactus,Columnar,Cereus,repandus,Full Sun,Low,Easy,Yes,No,Tall column cactus.
cereus_jamacaru,Mandacaru,Cereus jamacaru,Cactaceae,Cactus,Columnar,Cereus,jamacaru,Full Sun,Low,Easy,Yes,No,Large Brazilian cactus.
opuntia_microdasys,Bunny Ear Cactus,Opuntia microdasys,Cactaceae,Cactus,Cactus,Opuntia,microdasys,Full Sun,Very Low,Easy,Yes,No,Rabbit ear pads.
opuntia_ficus_indica,Prickly Pear,Opuntia ficus-indica,Cactaceae,Cactus,Fruit,Opuntia,ficus-indica,Full Sun,Low,Easy,Yes,Yes,Edible cactus fruit.
opuntia_monacantha,Joseph Coat Cactus,Opuntia monacantha,Cactaceae,Cactus,Cactus,Opuntia,monacantha,Full Sun,Low,Easy,Yes,No,Variegated pads.
rhipsalis_baccifera,Mistletoe Cactus,Rhipsalis baccifera,Cactaceae,Epiphytic Cactus,Hanging,Rhipsalis,baccifera,Bright Indirect,Low,Easy,Yes,No,Trailing jungle cactus.
rhipsalis_cassutha,Spaghetti Cactus,Rhipsalis cassutha,Cactaceae,Epiphytic Cactus,Hanging,Rhipsalis,cassutha,Bright Indirect,Low,Easy,Yes,No,Thin cascading stems.
schlumbergera_truncata,Christmas Cactus,Schlumbergera truncata,Cactaceae,Epiphytic Cactus,Flowering,Schlumbergera,truncata,Bright Indirect,Low,Easy,Yes,No,Winter blooming cactus.
hatiora_gaertneri,Easter Cactus,Hatiora gaertneri,Cactaceae,Epiphytic Cactus,Flowering,Hatiora,gaertneri,Bright Indirect,Low,Easy,Yes,No,Spring blooming cactus.
epiphyllum_oxypetalum,Queen of the Night,Epiphyllum oxypetalum,Cactaceae,Epiphytic Cactus,Flowering,Epiphyllum,oxypetalum,Bright Indirect,Medium,Easy,Yes,No,Night blooming fragrant flowers.
aporocactus_flagelliformis,Rat Tail Cactus,Disocactus flagelliformis,Cactaceae,Epiphytic Cactus,Hanging,Disocactus,flagelliformis,Bright Indirect,Low,Easy,Yes,No,Trailing stems with pink flowers.
cleistocactus_strausii,Silver Torch Cactus,Cleistocactus strausii,Cactaceae,Cactus,Columnar,Cleistocactus,strausii,Full Sun,Very Low,Medium,Yes,No,Silvery white column cactus.
cephalocereus_senilis,Old Man Cactus,Cephalocereus senilis,Cactaceae,Cactus,Columnar,Cephalocereus,senilis,Full Sun,Very Low,Medium,Yes,No,Long white hairy stems.
espostoa_lanata,Peruvian Old Lady,Espostoa lanata,Cactaceae,Cactus,Columnar,Espostoa,lanata,Full Sun,Very Low,Medium,Yes,No,Woolly cactus.
melocactus_matanzanus,Turks Cap Cactus,Melocactus matanzanus,Cactaceae,Cactus,Cactus,Melocactus,matanzanus,Full Sun,Very Low,Medium,Yes,No,Distinctive cephalium.
copiapoa_cinerea,Copiapoa,Copiapoa cinerea,Cactaceae,Cactus,Cactus,Copiapoa,cinerea,Full Sun,Very Low,Hard,Yes,No,Rare gray cactus.
ariocarpus_fissuratus,Living Rock Cactus,Ariocarpus fissuratus,Cactaceae,Cactus,Rare,Ariocarpus,fissuratus,Full Sun,Very Low,Hard,Yes,No,Highly collectible species.
lophophora_williamsii,Peyote Cactus,Lophophora williamsii,Cactaceae,Cactus,Rare,Lophophora,williamsii,Full Sun,Very Low,Hard,No,No,Protected species.
stenocactus_crispatus,Brain Cactus,Stenocactus crispatus,Cactaceae,Cactus,Cactus,Stenocactus,crispatus,Full Sun,Very Low,Medium,Yes,No,Wavy ribbed cactus.
guzmania_lingulata,Guzmania,Guzmania lingulata,Bromeliaceae,Bromeliad,Flowering,Guzmania,lingulata,Bright Indirect,Medium,Easy,Yes,No,Popular indoor bromeliad.
vriesea_splendens,Flaming Sword,Vriesea splendens,Bromeliaceae,Bromeliad,Flowering,Vriesea,splendens,Bright Indirect,Medium,Easy,Yes,No,Flat red flower spike.
aechmea_fasciata,Silver Vase,Aechmea fasciata,Bromeliaceae,Bromeliad,Flowering,Aechmea,fasciata,Bright Indirect,Medium,Easy,Yes,No,Silver striped foliage.
neoregelia_carolinae,Blushing Bromeliad,Neoregelia carolinae,Bromeliaceae,Bromeliad,Foliage,Neoregelia,carolinae,Bright Indirect,Medium,Easy,Yes,No,Center turns bright red.
billbergia_nutans,Queens Tears,Billbergia nutans,Bromeliaceae,Bromeliad,Flowering,Billbergia,nutans,Bright Indirect,Medium,Easy,Yes,No,Pink dangling flowers.
cryptanthus_bivittatus,Earth Star,Cryptanthus bivittatus,Bromeliaceae,Bromeliad,Foliage,Cryptanthus,bivittatus,Bright Indirect,Medium,Easy,Yes,No,Ground-growing bromeliad.
ananas_comosus_ornamental,Ornamental Pineapple,Ananas comosus,Bromeliaceae,Fruit Plant,Tropical,Ananas,comosus,Full Sun,Medium,Easy,Yes,Yes,Decorative pineapple.
agave_attenuata,Foxtail Agave,Agave attenuata,Asparagaceae,Succulent,Agave,Agave,attenuata,Full Sun,Low,Easy,Yes,No,Spineless agave.
agave_victoriae_reginae,Queen Victoria Agave,Agave victoriae-reginae,Asparagaceae,Succulent,Agave,Agave,victoriae-reginae,Full Sun,Low,Medium,Yes,No,Compact ornamental agave.
agave_americana,Century Plant,Agave americana,Asparagaceae,Succulent,Agave,Agave,americana,Full Sun,Low,Easy,Yes,No,Large blue-green rosette.
agave_parryi,Parry Agave,Agave parryi,Asparagaceae,Succulent,Agave,Agave,parryi,Full Sun,Low,Medium,Yes,No,Cold hardy agave.
yucca_elephantipes,Spineless Yucca,Yucca elephantipes,Asparagaceae,Indoor Plant,Tree,Yucca,elephantipes,Bright Light,Low,Easy,Yes,No,Indoor tree form.
yucca_rostrata,Blue Yucca,Yucca rostrata,Asparagaceae,Outdoor Plant,Tree,Yucca,rostrata,Full Sun,Low,Medium,Yes,No,Blue narrow foliage.
yucca_filamentosa,Adam Needle,Yucca filamentosa,Asparagaceae,Outdoor Plant,Shrub,Yucca,filamentosa,Full Sun,Low,Easy,Yes,No,Hardy flowering yucca.
cordyline_fruticosa_red,Red Ti Plant,Cordyline fruticosa,Asparagaceae,Foliage Plant,Tropical,Cordyline,fruticosa,Bright Indirect,Medium,Easy,Yes,No,Red tropical foliage.
cordyline_fruticosa_green,Green Ti Plant,Cordyline fruticosa,Asparagaceae,Foliage Plant,Tropical,Cordyline,fruticosa,Bright Indirect,Medium,Easy,Yes,No,Green foliage variety.
cordyline_australis,Cabbage Palm,Cordyline australis,Asparagaceae,Outdoor Plant,Tree,Cordyline,australis,Full Sun,Medium,Easy,Yes,No,Palm-like ornamental.
dracaena_marginata_bicolor,Dragon Tree Bicolor,Dracaena marginata,Asparagaceae,Indoor Plant,Foliage,Dracaena,marginata,Bright Indirect,Low,Easy,Yes,No,Bicolor foliage.
dracaena_marginata_tricolor,Dragon Tree Tricolor,Dracaena marginata,Asparagaceae,Indoor Plant,Foliage,Dracaena,marginata,Bright Indirect,Low,Easy,Yes,No,Three-colored leaves.
dracaena_massangeana,Corn Plant,Dracaena fragrans,Asparagaceae,Indoor Plant,Foliage,Dracaena,fragrans,Bright Indirect,Low,Easy,Yes,No,Yellow center stripe.
dracaena_reflexa_song_of_india,Song of India,Dracaena reflexa,Asparagaceae,Indoor Plant,Foliage,Dracaena,reflexa,Bright Indirect,Low,Easy,Yes,No,Variegated narrow leaves.
dracaena_reflexa_song_of_jamaica,Song of Jamaica,Dracaena reflexa,Asparagaceae,Indoor Plant,Foliage,Dracaena,reflexa,Bright Indirect,Low,Easy,Yes,No,Dark green foliage.
dracaena_surculosa,Gold Dust Dracaena,Dracaena surculosa,Asparagaceae,Indoor Plant,Foliage,Dracaena,surculosa,Bright Indirect,Medium,Easy,Yes,No,Spotted leaves.
cycas_revoluta,Sago Palm,Cycas revoluta,Cycadaceae,Cycad,Palm,Cycas,revoluta,Full Sun,Low,Easy,Yes,No,Ancient cycad species.
cycas_rumphii,Queen Sago,Cycas rumphii,Cycadaceae,Cycad,Palm,Cycas,rumphii,Full Sun,Low,Medium,Yes,No,Tropical cycad.
beaucarnea_recurvata,Ponytail Palm,Beaucarnea recurvata,Asparagaceae,Indoor Plant,Tree,Beaucarnea,recurvata,Bright Light,Low,Easy,Yes,No,Swollen trunk water storage.
pandanus_veitchii,Variegated Screw Pine,Pandanus veitchii,Pandanaceae,Tropical Plant,Foliage,Pandanus,veitchii,Bright Light,Medium,Medium,Yes,No,White striped leaves.
pandanus_amaryllifolius,Pandan Leaf,Pandanus amaryllifolius,Pandanaceae,Herb,Culinary,Pandanus,amaryllifolius,Bright Indirect,Medium,Easy,Yes,Yes,Fragrant edible leaves.
sansevieria_moonshine,Moonshine Snake Plant,Dracaena trifasciata,Asparagaceae,Indoor Plant,Foliage,Dracaena,trifasciata,Low Light,Low,Easy,Yes,No,Silver-green foliage.
sansevieria_whale_fin,Whale Fin Snake Plant,Dracaena masoniana,Asparagaceae,Indoor Plant,Foliage,Dracaena,masoniana,Low Light,Low,Easy,Yes,No,Massive single leaf.
sansevieria_cylindrica,African Spear Plant,Dracaena angolensis,Asparagaceae,Indoor Plant,Foliage,Dracaena,angolensis,Bright Indirect,Low,Easy,Yes,No,Cylindrical leaves.
sansevieria_bantel_sensation,Bantel Sensation,Dracaena trifasciata,Asparagaceae,Indoor Plant,Foliage,Dracaena,trifasciata,Bright Indirect,Low,Easy,Yes,No,Vertical white stripes.
sansevieria_black_gold,Black Gold Snake Plant,Dracaena trifasciata,Asparagaceae,Indoor Plant,Foliage,Dracaena,trifasciata,Low Light,Low,Easy,Yes,No,Dark leaves with golden margins.
sansevieria_futura_superba,Futura Superba,Dracaena trifasciata,Asparagaceae,Indoor Plant,Foliage,Dracaena,trifasciata,Low Light,Low,Easy,Yes,No,Compact rosette variety.
sansevieria_laurentii,Snake Plant Laurentii,Dracaena trifasciata,Asparagaceae,Indoor Plant,Foliage,Dracaena,trifasciata,Low Light,Low,Easy,Yes,No,Yellow-edged classic variety.
chlorophytum_vittatum,Variegated Spider Plant,Chlorophytum comosum,Asparagaceae,Indoor Plant,Foliage,Chlorophytum,comosum,Bright Indirect,Medium,Easy,Yes,No,White-striped spider plant.
chlorophytum_bonnie,Bonnie Spider Plant,Chlorophytum comosum,Asparagaceae,Indoor Plant,Foliage,Chlorophytum,comosum,Bright Indirect,Medium,Easy,Yes,No,Curly spider plant.
chlorophytum_ocean,Ocean Spider Plant,Chlorophytum comosum,Asparagaceae,Indoor Plant,Foliage,Chlorophytum,comosum,Bright Indirect,Medium,Easy,Yes,No,Dwarf compact variety.
ophiopogon_japonicus,Mondo Grass,Ophiopogon japonicus,Asparagaceae,Ground Cover,Foliage,Ophiopogon,japonicus,Partial Shade,Medium,Easy,Yes,No,Grass-like ornamental.
liriope_muscari,Lily Turf,Liriope muscari,Asparagaceae,Ground Cover,Foliage,Liriope,muscari,Partial Shade,Medium,Easy,Yes,No,Purple flower spikes.
ficus_elastica,Rubber Plant,Ficus elastica,Moraceae,Indoor Plant,Foliage,Ficus,elastica,Bright Indirect,Medium,Easy,Yes,No,Classic rubber plant.
ficus_elastica_burgundy,Burgundy Rubber Plant,Ficus elastica,Moraceae,Indoor Plant,Foliage,Ficus,elastica,Bright Indirect,Medium,Easy,Yes,No,Dark burgundy foliage.
ficus_elastica_tineke,Tineke Rubber Plant,Ficus elastica,Moraceae,Indoor Plant,Variegated,Ficus,elastica,Bright Indirect,Medium,Easy,Yes,No,Cream variegated leaves.
ficus_elastica_ruby,Ruby Rubber Plant,Ficus elastica,Moraceae,Indoor Plant,Variegated,Ficus,elastica,Bright Indirect,Medium,Easy,Yes,No,Pink variegated foliage.
ficus_lyrata,Fiddle Leaf Fig,Ficus lyrata,Moraceae,Indoor Plant,Foliage,Ficus,lyrata,Bright Indirect,Medium,Medium,Yes,No,Large violin-shaped leaves.
ficus_lyrata_bambino,Fiddle Leaf Bambino,Ficus lyrata,Moraceae,Indoor Plant,Dwarf,Ficus,lyrata,Bright Indirect,Medium,Easy,Yes,No,Compact fiddle leaf fig.
ficus_benjamina,Weeping Fig,Ficus benjamina,Moraceae,Indoor Plant,Tree,Ficus,benjamina,Bright Indirect,Medium,Easy,Yes,No,Graceful drooping branches.
ficus_benjamina_variegata,Variegated Weeping Fig,Ficus benjamina,Moraceae,Indoor Plant,Variegated,Ficus,benjamina,Bright Indirect,Medium,Easy,Yes,No,White edged foliage.
ficus_microcarpa,Indian Laurel,Ficus microcarpa,Moraceae,Bonsai,Bonsai,Ficus,microcarpa,Bright Light,Medium,Easy,Yes,No,Excellent bonsai species.
ficus_ginseng,Ginseng Ficus,Ficus microcarpa,Moraceae,Bonsai,Bonsai,Ficus,microcarpa,Bright Light,Medium,Easy,Yes,No,Thick exposed roots.
ficus_pumila,Creeping Fig,Ficus pumila,Moraceae,Climber,Vine,Ficus,pumila,Bright Indirect,Medium,Easy,Yes,No,Wall climbing vine.
ficus_religiosa,Peepal,Ficus religiosa,Moraceae,Tree,Sacred,Ficus,religiosa,Full Sun,Medium,Easy,Yes,No,Sacred fig tree.
ficus_benghalensis,Banyan,Ficus benghalensis,Moraceae,Tree,Shade,Ficus,benghalensis,Full Sun,Medium,Easy,Yes,No,National tree of India.
ficus_carica,Common Fig,Ficus carica,Moraceae,Fruit Plant,Tree,Ficus,carica,Full Sun,Medium,Easy,Yes,Yes,Edible figs.
ficus_altissima,Lofty Fig,Ficus altissima,Moraceae,Indoor Tree,Foliage,Ficus,altissima,Bright Indirect,Medium,Easy,Yes,No,Golden green foliage.
ficus_audrey,Audrey Ficus,Ficus benghalensis,Moraceae,Indoor Tree,Foliage,Ficus,benghalensis,Bright Indirect,Medium,Easy,Yes,No,Velvety green leaves.
ficus_amstel_king,Alii Fig,Ficus binnendijkii,Moraceae,Indoor Tree,Foliage,Ficus,binnendijkii,Bright Indirect,Medium,Easy,Yes,No,Long narrow leaves.
ficus_triangularis,Triangle Fig,Ficus triangularis,Moraceae,Indoor Plant,Variegated,Ficus,triangularis,Bright Indirect,Medium,Medium,Yes,No,Triangular variegated foliage.
schefflera_arboricola,Dwarf Umbrella Tree,Schefflera arboricola,Araliaceae,Indoor Plant,Foliage,Schefflera,arboricola,Bright Indirect,Medium,Easy,Yes,No,Popular office plant.
schefflera_gold_capella,Gold Capella,Schefflera arboricola,Araliaceae,Indoor Plant,Variegated,Schefflera,arboricola,Bright Indirect,Medium,Easy,Yes,No,Golden variegated leaves.
schefflera_actinophylla,Umbrella Tree,Schefflera actinophylla,Araliaceae,Tree,Tropical,Schefflera,actinophylla,Bright Light,Medium,Easy,Yes,No,Large umbrella foliage.
polyscias_fruticosa,Ming Aralia,Polyscias fruticosa,Araliaceae,Indoor Plant,Foliage,Polyscias,fruticosa,Bright Indirect,Medium,Medium,Yes,No,Fine feathery leaves.
polyscias_scutellaria,Balfour Aralia,Polyscias scutellaria,Araliaceae,Indoor Plant,Foliage,Polyscias,scutellaria,Bright Indirect,Medium,Medium,Yes,No,Rounded foliage.
polyscias_guilfoylei,Guilfoyle Aralia,Polyscias guilfoylei,Araliaceae,Indoor Plant,Variegated,Polyscias,guilfoylei,Bright Indirect,Medium,Medium,Yes,No,Deeply lobed leaves.
dizygotheca_elegantissima,False Aralia,Plerandra elegantissima,Araliaceae,Indoor Plant,Foliage,Plerandra,elegantissima,Bright Indirect,Medium,Medium,Yes,No,Narrow serrated foliage.
hedera_helix,English Ivy,Hedera helix,Araliaceae,Climber,Vine,Hedera,helix,Bright Indirect,Medium,Easy,Yes,No,Evergreen climbing vine.
hedera_helix_variegata,Variegated English Ivy,Hedera helix,Araliaceae,Climber,Variegated,Hedera,helix,Bright Indirect,Medium,Easy,Yes,No,Cream edged ivy.
oreopanax_capitatum,Mountain Aralia,Oreopanax capitatus,Araliaceae,Tree,Foliage,Oreopanax,capitatum,Bright Light,Medium,Medium,Yes,No,Tropical foliage tree.
cussonia_spicata,Cabbage Tree,Cussonia spicata,Araliaceae,Tree,Succulent,Cussonia,spicata,Full Sun,Low,Medium,Yes,No,Thick trunk ornamental.
dendropanax_trifidus,Dwarf Dendropanax,Dendropanax trifidus,Araliaceae,Indoor Plant,Foliage,Dendropanax,trifidus,Bright Indirect,Medium,Medium,Yes,No,Glossy foliage.
radermachera_sinica,China Doll Plant,Radermachera sinica,Bignoniaceae,Indoor Plant,Foliage,Radermachera,sinica,Bright Indirect,Medium,Medium,Yes,No,Fine glossy leaves.
clerodendrum_thomsoniae,Bleeding Heart Vine,Clerodendrum thomsoniae,Lamiaceae,Climber,Flowering,Clerodendrum,thomsoniae,Full Sun,Medium,Easy,Yes,No,White and red flowers.
clerodendrum_inerme,Seaside Clerodendrum,Clerodendrum inerme,Lamiaceae,Shrub,Hedge,Clerodendrum,inerme,Full Sun,Medium,Easy,Yes,No,Dense evergreen shrub.
duranta_erecta,Golden Dewdrop,Duranta erecta,Verbenaceae,Shrub,Hedge,Duranta,erecta,Full Sun,Medium,Easy,Yes,No,Golden foliage hedge.
duranta_gold,Golden Duranta,Duranta erecta,Verbenaceae,Shrub,Foliage,Duranta,erecta,Full Sun,Medium,Easy,Yes,No,Bright golden leaves.
murraya_paniculata,Orange Jasmine,Murraya paniculata,Rutaceae,Shrub,Flowering,Murraya,paniculata,Full Sun,Medium,Easy,Yes,No,Fragrant white flowers.
ixora_coccinea,West Indian Jasmine,Ixora coccinea,Rubiaceae,Flowering Plant,Shrub,Ixora,coccinea,Full Sun,Medium,Easy,Yes,No,Cluster flowering shrub.
gardenia_jasminoides,Gardenia,Gardenia jasminoides,Rubiaceae,Flowering Plant,Shrub,Gardenia,jasminoides,Bright Light,Medium,Medium,Yes,No,Highly fragrant flowers.
plumeria_rubra,Frangipani,Plumeria rubra,Apocynaceae,Flowering Plant,Tree,Plumeria,rubra,Full Sun,Low,Easy,Yes,No,Highly fragrant tropical flowers.
plumeria_alba,White Frangipani,Plumeria alba,Apocynaceae,Flowering Plant,Tree,Plumeria,alba,Full Sun,Low,Easy,Yes,No,White fragrant flowers.
plumeria_obtusa,Singapore Plumeria,Plumeria obtusa,Apocynaceae,Flowering Plant,Tree,Plumeria,obtusa,Full Sun,Medium,Easy,Yes,No,Evergreen frangipani.
adenium_obesum,Desert Rose,Adenium obesum,Apocynaceae,Succulent,Flowering,Adenium,obesum,Full Sun,Low,Easy,Yes,No,Caudex succulent with colorful flowers.
adenium_arabicum,Adenium Arabicum,Adenium arabicum,Apocynaceae,Succulent,Flowering,Adenium,arabicum,Full Sun,Low,Medium,Yes,No,Massive caudex form.
